search_id,search_term,clicked,search_results_position
184,church,0,4
516,fire,0,3
702,physical,0,1
757,education,1,3
941,approach,0,5
509,national,0,2
604,police,0,2
972,quality,0,2
977,fire,0,1
519,physical,1,5
284,politics,1,1
924,dog,0,1
223,quality,0,4
140,rabbit,1,5
701,national,0,1
415,rabbit,1,4
200,summer,1,5
654,cat,1,3
742,approach,1,5
816,law,1,3
629,sister,0,4
140,summer,0,2
959,law,1,1
89,airline,0,5
588,cat,1,3
363,law,1,3
144,education,0,3
903,sister,1,4
359,airline,1,5
86,national,1,4
134,hotel,1,2
802,fire,1,3
766,hotel,1,3
202,physical,1,5
578,education,1,1
81,police,1,5
45,approach,1,1
313,national,1,5
617,fire,0,3
6,summer,1,5
576,politics,1,4
188,politics,1,5
778,rabbit,0,4
311,physical,1,4
900,fire,1,5
433,fire,0,1
495,approach,1,3
344,rabbit,0,3
678,politics,0,3
146,law,1,4
777,law,0,1
780,cat,1,3
313,summer,1,2
898,fire,0,1
873,dog,1,5
976,church,1,5
264,sister,0,2
306,approach,0,5
889,airline,1,5
976,cat,0,2
207,national,1,4
804,rabbit,1,3
844,church,1,5
761,physical,1,4
753,law,0,4
873,station,1,4
627,education,1,4
820,quality,1,3
535,station,1,1
377,approach,1,2
640,sister,1,4
663,law,1,2
862,approach,1,5
232,fire,1,5
435,dog,0,3
463,politics,0,3
243,approach,1,1
226,police,0,5
238,church,1,4
171,sister,1,3
854,fire,1,1
319,police,0,5
930,education,0,5
275,education,1,1
506,fire,0,4
951,rabbit,0,3
396,sister,0,3
457,sister,0,4
257,national,1,5
949,summer,1,3
167,dog,0,4
887,hotel,1,3
663,dog,1,2
241,police,0,3
451,national,0,2
11,law,0,3
959,rabbit,1,2
218,rabbit,0,4
241,summer,1,5
370,politics,0,5
83,physical,1,2
83,quality,0,4
675,education,1,3
682,summer,0,3
588,law,0,1
57,police,1,4
313,rabbit,0,3
993,sister,0,2
162,airline,1,5
574,station,1,5
746,police,0,2
162,sister,1,3
552,cat,1,5
204,hotel,0,4
626,station,0,1
679,politics,0,3
496,summer,1,5
925,sister,0,5
191,police,0,2
767,dog,1,3
358,summer,0,5
223,station,1,3
448,approach,1,3
21,hotel,0,4
153,dog,0,1
998,summer,1,2
630,national,1,1
344,hotel,0,2
123,church,0,4
388,fire,1,4
738,law,1,1
329,sister,0,2
626,cat,1,4
479,national,0,4
703,law,1,1
528,church,0,4
552,rabbit,1,1
155,education,0,5
511,physical,1,1
275,national,0,1
832,quality,0,2
277,church,0,5
657,sister,0,1
443,summer,0,2
409,approach,1,4
379,sister,0,5
301,physical,1,4
952,approach,1,4
38,station,1,1
556,rabbit,1,2
616,summer,0,2
767,sister,1,2
880,approach,1,3
113,fire,1,5
801,church,1,1
589,station,0,3
173,fire,1,3
347,politics,1,4
795,politics,0,5
479,police,0,3
713,quality,1,5
481,fire,0,1
747,fire,0,4
34,station,0,5
986,sister,0,1
653,national,1,5
274,sister,0,1
366,church,0,1
372,fire,1,4
341,fire,0,1
961,summer,1,4
785,education,0,3
305,rabbit,1,4
189,sister,0,5
872,summer,1,5
387,national,1,4
898,church,0,3
382,politics,1,1
444,national,0,4
47,sister,0,2
450,cat,1,1
950,sister,1,2
595,education,1,2
682,quality,1,3
287,education,1,2
593,dog,1,3
327,approach,0,1
466,rabbit,1,1
68,airline,0,1
747,politics,0,5
457,national,1,2
520,hotel,1,2
931,sister,1,4
674,rabbit,0,3
597,education,1,1
24,rabbit,0,2
955,cat,0,5
552,national,0,3
52,approach,0,2
923,law,0,3
57,church,1,3
61,rabbit,0,2
329,station,0,4
77,national,0,4
23,dog,1,1
595,cat,1,5
918,summer,0,1
846,fire,1,5
616,police,0,5
716,national,0,1
17,airline,1,1
792,cat,1,3
869,summer,0,3
60,hotel,0,2
56,national,1,4
579,station,0,4
704,approach,0,5
721,cat,0,5
251,church,1,1
60,politics,1,2
726,airline,1,1
793,fire,1,1
749,politics,0,1
145,rabbit,1,1
53,law,0,5
933,politics,0,5
447,quality,0,5
710,physical,1,4
390,politics,1,4
897,airline,0,5
118,rabbit,1,1
452,education,0,4
912,approach,0,1
293,fire,0,5
575,police,0,5
930,police,0,3
266,cat,1,4
982,physical,1,4
314,national,1,4
146,police,0,3
520,summer,1,2
514,physical,0,3
931,quality,1,3
949,national,0,1
208,station,0,1
666,fire,1,1
831,national,0,1
794,cat,1,1
46,sister,0,4
362,hotel,1,5
257,fire,1,5
627,physical,0,4
284,approach,0,4
935,politics,1,3
387,dog,1,4
437,quality,0,1
249,summer,1,1
936,dog,0,5
649,summer,1,3
93,dog,1,3
353,rabbit,0,4
682,national,1,3
646,summer,0,3
723,law,1,5
743,station,1,4
155,education,0,1
195,dog,1,3
505,church,1,5
400,national,1,1
512,sister,0,1
347,physical,0,1
663,rabbit,0,5
321,hotel,1,5
97,summer,0,2
556,church,1,1
34,cat,1,5
131,quality,0,5
91,rabbit,0,3
442,airline,1,5
548,hotel,1,2
680,dog,1,3
460,dog,1,5
162,fire,0,1
103,sister,1,5
494,rabbit,0,1
909,hotel,1,5
410,physical,1,1
389,station,1,2
247,education,0,3
911,fire,0,2
541,approach,1,4
941,dog,0,1
138,politics,0,1
666,physical,1,5
242,church,0,3
722,church,0,1
964,airline,0,4
441,hotel,1,2
560,cat,0,1
343,approach,0,1
905,politics,0,3
782,rabbit,1,4
208,law,0,4
579,airline,1,5
213,rabbit,1,3
468,airline,1,3
85,dog,0,3
632,national,1,3
705,hotel,0,4
851,cat,1,2
202,police,0,1
35,station,0,4
898,airline,0,5
627,church,1,3
975,rabbit,0,4
840,approach,1,4
838,police,0,2
105,hotel,1,3
107,sister,0,5
22,summer,1,3
659,church,1,2
174,cat,1,1
579,politics,0,4
165,approach,0,1
116,summer,0,4
691,approach,0,2
963,station,1,2
672,national,1,5
309,hotel,1,5
25,station,0,4
559,police,0,2
291,fire,1,3
620,station,1,1
334,police,1,2
46,national,0,5
66,summer,0,4
638,police,1,4
299,fire,0,2
542,fire,0,2
697,approach,0,5
600,police,1,2
713,dog,1,3
887,hotel,0,3
885,summer,0,2
326,hotel,0,2
556,national,0,1
715,summer,0,3
326,church,1,4
49,cat,0,4
424,education,0,2
274,law,1,4
595,cat,1,3
491,cat,1,2
704,physical,0,5
20,summer,1,4
849,quality,0,3
374,hotel,1,1
955,hotel,0,2
296,law,1,2
685,law,1,2
127,fire,1,1
127,police,0,5
322,physical,1,4
900,church,0,1
665,education,1,2
683,approach,1,1
627,cat,1,3
563,dog,1,4
195,station,0,4
224,station,1,3
898,quality,1,1
615,education,1,5
622,sister,0,5
542,police,0,4
939,hotel,0,1
553,summer,1,4
212,national,0,5
956,physical,1,1
183,politics,1,2
538,cat,1,3
410,station,1,5
278,sister,1,4
50,politics,1,5
328,quality,0,2
742,physical,0,3
696,dog,0,4
571,airline,0,3
454,law,1,5
878,airline,1,5
35,fire,1,3
313,politics,1,1
426,police,1,4
282,summer,1,4
738,rabbit,1,3
512,dog,1,5
396,summer,1,1
817,law,0,3
277,police,1,2
586,physical,0,2
398,hotel,1,2
583,rabbit,1,5
574,physical,0,1
925,summer,0,5
610,airline,1,1
747,national,0,4
290,sister,0,3
438,rabbit,0,5
280,fire,1,1
147,physical,1,4
238,summer,1,3
911,dog,0,5
815,summer,0,1
314,hotel,1,4
803,quality,1,5
329,police,1,3
153,station,0,5
240,politics,1,3
514,dog,1,3
497,quality,1,2
439,sister,0,5
428,rabbit,0,1
388,politics,0,1
241,education,1,2
106,approach,0,3
119,law,1,4
306,politics,0,5
824,summer,1,2
421,hotel,1,5
80,approach,1,4
160,church,0,1
615,hotel,1,4
977,sister,1,5
170,station,0,4
544,dog,0,5
465,fire,0,3
475,rabbit,0,3
848,politics,0,4
808,quality,0,1
116,station,1,5
629,education,0,5
218,dog,0,1
444,cat,0,4
179,summer,0,2
716,police,0,5
793,church,1,1
79,sister,1,4
134,politics,1,4
685,fire,1,2
664,quality,1,2
298,airline,0,1
517,quality,1,4
371,fire,0,5
339,education,0,3
770,national,0,3
798,education,0,3
642,church,0,2
682,fire,0,3
67,police,1,5
504,church,1,1
841,cat,1,5
763,dog,0,5
418,cat,0,4
492,law,1,4
20,station,1,3
133,church,0,1
130,sister,1,2
820,education,1,1
229,rabbit,0,2
775,physical,0,1
791,summer,0,5
952,sister,0,3
341,summer,0,4
559,sister,0,1
607,cat,0,3
346,church,0,5
830,national,1,1
166,cat,0,2
905,fire,1,5
563,sister,1,5
855,approach,1,3
895,fire,0,3
24,quality,1,5
262,station,0,5
76,church,0,5
757,airline,1,5
475,rabbit,0,2
184,airline,0,3
588,sister,0,1
712,education,1,4
477,police,0,3
995,education,0,1
151,airline,1,5
512,politics,1,5
319,station,1,4
946,fire,1,4
664,law,1,3
197,approach,1,4
838,station,0,5
792,education,1,3
589,church,1,1
322,approach,1,2
924,approach,0,1
32,sister,1,2
957,rabbit,1,4
341,church,1,3
314,station,0,3
712,church,1,5
560,cat,0,2
423,airline,1,4
637,sister,0,2
119,approach,0,1
624,approach,0,2
218,rabbit,1,2
82,church,1,5
654,sister,1,1
565,law,1,2
469,dog,0,1
647,summer,1,3
150,approach,1,5
180,police,1,1
987,hotel,1,3
114,church,1,5
971,police,1,5
911,hotel,1,4
475,law,0,1
401,fire,0,5
66,church,0,3
612,church,1,4
634,cat,1,5
121,law,1,5
508,politics,0,4
539,politics,1,5
944,physical,1,2
816,police,0,2
46,dog,0,1
688,approach,1,2
639,politics,0,4
963,police,0,3
662,law,0,5
862,approach,1,5
951,politics,1,4
864,airline,0,1
601,education,0,2
199,police,1,5
66,approach,0,4
320,fire,0,3
527,airline,0,2
428,politics,0,1
323,airline,1,2
525,police,1,4
986,dog,1,1
593,cat,1,2
874,national,1,2
120,summer,1,1
109,approach,1,3
527,cat,1,5
823,cat,1,5
774,national,1,2
638,sister,1,1
733,rabbit,1,3
354,politics,1,3
553,hotel,1,3
125,church,1,3
281,airline,0,5
792,physical,0,5
663,physical,1,1
23,rabbit,1,1
934,church,1,5
502,summer,0,4
29,hotel,0,2
985,police,0,4
896,dog,0,1
811,sister,0,5
382,police,0,3
71,approach,0,5
293,quality,1,3
871,dog,0,5
216,rabbit,1,3
694,national,1,4
844,national,1,3
994,education,1,2
34,summer,1,1
784,rabbit,1,4
543,rabbit,0,2
705,physical,1,3
242,sister,1,4
636,church,1,1
530,law,0,2
388,cat,0,2
519,fire,0,5
874,rabbit,0,5
142,physical,0,5
932,physical,0,3
345,national,1,5
31,dog,1,4
863,national,1,2
566,summer,1,2
565,national,1,1
125,national,1,2
231,hotel,1,5
658,hotel,0,3
981,sister,1,1
353,physical,1,3
392,rabbit,1,4
77,summer,0,5
490,approach,0,2
235,police,0,5
612,quality,1,2
780,airline,1,1
214,quality,0,4
966,summer,0,3
511,station,0,2
606,quality,0,3
479,education,1,3
486,approach,0,2
38,police,0,2
344,station,1,3
794,hotel,1,1
98,dog,1,3
531,quality,0,5
269,police,0,1
898,summer,0,4
266,physical,0,1
377,approach,1,3
729,airline,0,3
830,station,1,3
149,cat,0,5
848,national,0,4
304,police,0,1
646,sister,1,5
843,fire,1,2
82,physical,0,2
455,police,0,4
402,national,1,2
514,law,1,4
904,hotel,1,5
94,quality,1,2
913,sister,0,1
633,police,0,1
933,police,1,3
155,rabbit,1,2
934,church,1,5
258,fire,1,1
971,police,0,4
502,hotel,1,4
212,police,0,5
671,cat,0,1
323,law,1,3
735,education,0,1
554,law,0,4
110,summer,0,3
743,law,0,3
688,physical,0,2
485,cat,0,3
701,church,1,1
874,physical,0,3
472,station,0,1
117,fire,1,3
268,fire,0,5
851,station,0,4
505,hotel,0,1
90,politics,0,3
1000,approach,0,5
368,physical,0,2
624,politics,0,2
696,fire,0,1
695,hotel,0,3
434,law,0,5
406,police,1,4
589,national,1,4
685,politics,1,1
181,physical,1,4
379,approach,1,2
876,national,0,4
801,cat,0,4
805,church,0,1
887,law,1,2
529,quality,0,4
172,physical,1,5
387,approach,1,5
95,summer,1,3
477,physical,0,5
759,rabbit,1,3
849,physical,1,4
184,physical,1,4
2,sister,1,1
770,education,1,1
382,summer,0,1
998,police,0,2
422,politics,0,4
135,hotel,1,4
698,physical,0,3
490,physical,0,4
349,sister,0,3
887,cat,1,1
406,sister,0,3
427,physical,0,3
93,church,1,5
953,fire,1,1
772,station,1,1
583,education,1,4
635,station,1,2
465,law,1,4
422,station,1,5
59,national,0,5
919,national,0,5
373,hotel,1,1
946,fire,1,4
941,summer,0,1
657,dog,0,5
90,rabbit,1,3
484,station,1,2
392,fire,1,2
774,politics,1,5
554,fire,1,4
462,law,0,5
858,fire,0,5
118,station,0,1
1000,hotel,1,3
757,sister,0,2
886,cat,1,3
533,hotel,1,5
192,physical,1,3
517,cat,1,3
465,police,1,3
814,hotel,1,4
148,physical,1,5
10,sister,0,3
86,police,1,1
2,cat,1,5
547,rabbit,1,3
331,quality,1,5
218,quality,1,3
470,summer,0,4
863,quality,0,2
269,sister,1,2
444,church,0,3
882,education,0,1
102,sister,0,2
907,church,1,4
905,quality,1,5
851,fire,1,5
385,national,1,5
94,cat,0,5
869,cat,0,2
91,hotel,0,2
807,airline,1,1
242,national,1,3
321,hotel,1,1
647,fire,0,4
341,law,1,4
248,approach,1,3
438,fire,0,1
603,police,1,2
167,church,1,4
334,law,1,2
744,education,0,3
637,law,0,5
9,fire,1,5
92,law,1,5
965,rabbit,1,3
369,fire,0,4
115,national,0,1
820,sister,1,5
215,physical,1,4
44,church,1,3
452,hotel,0,4
408,cat,0,4
158,airline,0,4
591,church,0,5
26,summer,0,1
133,dog,1,4
7,approach,1,1
616,police,0,2
751,airline,0,1
787,politics,1,4
692,politics,0,1
519,approach,1,5
528,national,1,4
125,quality,1,1
109,dog,1,2
859,approach,0,3
568,fire,1,4
655,law,1,5
659,law,0,3
678,approach,0,1
990,police,0,2
385,quality,1,4
544,politics,1,3
59,church,1,4
529,dog,0,3
395,fire,1,5
624,politics,1,4
691,physical,0,4
298,quality,1,3
230,summer,1,5
738,cat,1,5
910,politics,1,3
490,cat,1,3
444,approach,0,1
941,dog,0,5
406,national,1,1
547,summer,0,2
491,approach,0,4
298,national,0,2
32,approach,1,3
340,church,1,4
219,airline,0,3
206,sister,0,1
936,law,1,2
867,station,0,1
820,education,0,1
238,fire,0,4
89,hotel,1,4
424,politics,1,2
343,church,1,1
695,airline,1,2
828,sister,0,4
723,quality,0,4
811,national,1,3
366,law,0,1
675,rabbit,1,3
295,national,1,5
221,quality,0,5
326,sister,1,4
471,physical,0,5
88,quality,0,5
398,politics,1,1
332,rabbit,1,2
237,rabbit,1,1
269,church,1,5
333,national,1,1
198,airline,0,2
430,sister,0,1
401,national,1,5
1,education,0,4
302,hotel,1,5
428,church,0,5
391,law,0,5
580,police,1,5
544,approach,0,1
10,station,1,2
958,cat,1,1
256,cat,0,5
797,cat,0,5
740,station,1,2
514,physical,1,2
185,rabbit,1,1
280,cat,1,4
766,cat,1,5
142,summer,0,1
666,airline,0,3
305,national,1,3
490,sister,1,3
304,dog,1,5
286,police,0,3
484,sister,0,5
188,approach,0,3
61,quality,1,3
157,church,0,1
95,quality,0,1
148,quality,0,5
605,cat,1,2
302,rabbit,1,5
597,airline,1,5
503,approach,0,4
890,sister,0,3
880,education,0,1
89,airline,1,5
275,sister,1,1
333,education,1,5
479,cat,0,2
72,police,1,4
255,fire,0,2
71,sister,1,4
591,approach,0,4
269,summer,0,3
414,quality,0,4
619,approach,0,4
895,law,1,4
85,dog,1,1
793,summer,0,5
278,approach,1,3
973,physical,0,4
678,police,1,1
152,sister,0,4
869,police,0,1
362,airline,0,3
555,dog,1,1
522,approach,1,2
26,church,1,5
709,airline,1,4
864,sister,0,1
643,quality,1,3
854,rabbit,1,1
257,summer,0,1
617,quality,0,3
766,sister,0,1
635,summer,1,2
960,sister,0,5
445,police,0,1
144,quality,1,5
244,law,0,4
395,physical,1,4
531,summer,1,4
25,summer,1,4
345,summer,0,2
818,cat,1,4
235,politics,0,2
156,dog,0,4
218,station,1,4
960,rabbit,1,3
461,national,1,3
474,cat,1,1
275,rabbit,1,5
27,hotel,0,3
801,cat,1,5
258,hotel,1,5
710,politics,1,4
615,law,1,3
601,hotel,1,2
484,physical,0,4
201,national,0,4
268,politics,1,1
37,sister,1,5
557,quality,0,2
986,summer,1,1
648,education,0,1
614,education,1,2
204,summer,1,5
260,dog,1,5
615,fire,1,4
516,hotel,1,1
962,physical,1,4
307,summer,0,4
150,cat,1,3
573,rabbit,1,2
146,cat,0,1
616,fire,0,1
566,cat,1,1
370,church,1,1
886,quality,0,5
571,politics,0,1
447,national,0,4
180,law,1,1
627,dog,0,3
826,quality,1,3
552,approach,1,1
458,education,0,4
610,national,1,1
862,politics,0,2
98,hotel,1,2
475,quality,1,2
493,fire,1,3
173,national,0,2
316,dog,0,4
524,law,1,4
194,politics,1,2
443,police,0,3
148,airline,0,5
342,national,0,3
615,national,0,1
647,dog,0,1
25,national,1,2
142,approach,0,3
966,national,1,1
295,physical,1,1
989,politics,1,1
731,church,1,3
390,national,0,2
427,police,0,1
700,summer,1,1
901,dog,1,2
541,politics,1,5
448,church,0,1
780,approach,0,5
517,hotel,1,3
767,politics,1,4
684,physical,0,1
719,cat,0,4
611,law,0,3
891,sister,0,4
238,station,0,4
211,church,0,1
708,fire,0,2
96,station,0,2
507,approach,1,2
946,dog,0,5
732,law,1,2
255,physical,1,3
870,airline,0,2
905,national,1,1
247,police,1,2
398,rabbit,1,4
336,education,0,1
106,fire,0,5
95,police,1,3
441,physical,1,4
935,education,0,2
451,summer,1,3
551,quality,0,3
290,fire,0,1
932,quality,0,5
334,sister,1,2
249,church,1,3
57,physical,0,4
617,approach,1,5
197,national,0,1
942,station,1,1
369,law,0,4
168,quality,0,4
708,dog,1,2
596,church,0,2
30,approach,1,3
333,rabbit,0,4
679,dog,1,1
383,dog,0,4
347,law,0,3
370,airline,0,3
347,fire,0,5
962,education,0,4
546,rabbit,0,3
873,education,0,4
761,summer,1,1
155,station,0,1
330,approach,0,5
653,approach,1,1
785,education,1,4
895,police,0,3
658,summer,0,2
776,national,1,3
569,physical,0,5
736,airline,1,4
819,law,0,3
742,summer,1,1
978,law,0,2
556,summer,0,4
535,airline,1,4
448,physical,0,3
814,rabbit,0,1
348,summer,1,2
686,rabbit,1,4
2,physical,1,1
159,summer,1,5
445,rabbit,0,2
587,police,1,2
854,station,1,3
845,fire,0,3
414,dog,0,1
984,approach,0,2
623,physical,1,4
844,law,1,2
131,approach,1,3
879,politics,1,2
886,rabbit,1,2
21,summer,0,2
45,church,0,1
741,politics,1,2
990,police,1,2
592,physical,0,3
295,cat,1,1
752,fire,1,1
909,church,0,4
242,station,1,2
460,physical,1,3
247,station,1,1
220,fire,1,1
525,cat,1,5
303,hotel,1,3
678,physical,0,1
660,rabbit,1,1
20,physical,0,1
61,rabbit,0,2
839,fire,1,5
668,physical,1,5
434,police,1,3
244,approach,1,1
627,rabbit,0,1
320,politics,0,2
922,physical,1,3
549,quality,1,4
549,politics,1,4
719,church,1,3
208,station,1,2
670,police,1,4
311,cat,1,3
293,dog,1,1
290,hotel,0,5
21,law,0,3
571,physical,0,2
939,physical,1,1
163,politics,0,5
952,quality,0,4
485,approach,0,4
861,fire,1,5
778,national,1,1
930,station,0,2
202,education,0,3
930,police,1,4
607,airline,0,2
814,hotel,0,3
782,hotel,0,3
274,physical,0,5
740,cat,0,1
446,fire,0,5
296,physical,1,2
607,politics,0,4
594,rabbit,1,2
975,cat,0,1
963,education,0,3
638,quality,0,5
550,law,0,2
778,dog,1,4
757,quality,0,3
565,politics,0,3
837,summer,0,3
304,fire,1,3
746,law,0,1
29,fire,1,3
621,law,0,3
656,dog,0,5
93,physical,0,4
743,national,0,1
469,summer,1,2
526,airline,0,1
243,rabbit,0,3
839,approach,1,4
874,politics,0,1
748,airline,0,4
256,rabbit,1,3
233,police,1,3
497,rabbit,1,3
459,station,1,2
97,politics,0,3
764,station,0,5
797,police,1,1
476,approach,1,3
402,quality,0,3
8,church,0,2
599,physical,1,5
781,fire,1,3
790,rabbit,0,3
298,fire,1,2
656,education,0,2
676,police,0,5
744,sister,0,4
575,cat,0,3
817,police,1,1
158,fire,0,4
86,education,0,2
112,rabbit,0,2
742,politics,0,4
131,dog,1,3
537,church,1,5
397,national,0,4
199,summer,1,5
590,rabbit,1,4
143,approach,1,3
119,fire,1,1
214,dog,1,3
650,dog,0,1
824,physical,0,5
362,law,0,2
218,rabbit,0,3
223,politics,1,3
625,cat,0,2
268,approach,0,1
798,politics,0,2
512,hotel,1,5
628,education,1,2
538,station,1,2
313,fire,0,2
394,hotel,0,2
642,education,0,3
459,dog,0,5
298,station,1,1
308,summer,1,1
26,law,1,3
262,summer,0,2
805,dog,1,1
412,dog,1,3
119,hotel,0,2
368,cat,1,5
829,airline,0,5
331,politics,0,3
998,physical,0,4
705,church,0,2
249,national,0,5
269,politics,1,1
858,hotel,0,2
687,cat,1,5
461,hotel,1,1
701,hotel,0,5
452,education,1,5
411,education,1,5
219,hotel,0,5
230,physical,0,4
322,church,1,5
677,education,0,5
893,cat,0,4
485,summer,1,5
495,politics,0,1
266,rabbit,0,1
989,dog,0,3
593,summer,0,5
46,station,1,4
491,station,0,5
703,physical,1,5
443,rabbit,0,3
262,fire,1,2
204,dog,0,2
598,cat,1,4
582,national,1,2
272,rabbit,0,1
967,station,1,2
860,cat,1,5
760,church,0,1
13,dog,1,4
746,physical,0,3
491,quality,0,2
285,law,0,4
521,airline,0,4
563,national,1,2
106,national,0,3
986,national,1,4
645,quality,1,1
67,quality,1,5
75,cat,0,2
294,law,0,2
579,sister,1,5
953,airline,1,2
210,church,1,2
153,church,0,3
7,sister,1,5
953,law,1,3
379,church,0,3
530,education,1,3
924,rabbit,1,4
935,hotel,0,5
976,station,1,4
224,quality,0,5
973,fire,1,1
212,sister,0,3
835,national,0,1
406,church,0,5
853,hotel,0,1
954,politics,0,1
378,national,0,3
269,education,0,1
868,church,0,4
316,education,0,1
671,cat,0,3
466,station,0,1
459,summer,0,1
914,national,0,2
63,police,0,5
124,education,0,1
871,politics,1,1
532,cat,0,2
937,church,0,3
384,physical,1,2
330,station,0,4
492,hotel,1,3
38,physical,0,2
818,sister,0,3
289,dog,0,3
482,station,0,3
939,summer,0,5
769,summer,1,5
992,cat,0,4
428,national,1,5
683,rabbit,0,3
706,approach,1,2
690,physical,1,1
221,physical,0,2
63,approach,0,3
100,quality,0,3
472,hotel,0,3
68,politics,1,5
460,rabbit,0,3
71,national,1,1
41,cat,0,2
239,dog,1,4
7,physical,1,2
219,national,1,4
17,education,0,2
491,police,0,2
78,politics,1,3
489,cat,1,4
504,education,1,1
851,hotel,0,3
643,church,1,4
183,summer,0,1
80,church,1,2
701,physical,0,4
85,station,1,1
882,rabbit,0,4
312,cat,1,1
989,politics,1,3
764,station,1,3
535,education,0,5
20,dog,1,1
437,politics,1,4
549,cat,1,1
451,approach,0,2
577,hotel,1,3
274,politics,0,3
163,police,0,3
213,airline,1,3
601,cat,1,4
882,police,0,1
327,education,0,4
3,cat,1,2
556,airline,0,2
227,church,1,3
944,politics,1,2
390,summer,1,3
993,sister,1,2
773,sister,1,1
764,police,0,2
403,airline,1,5
333,church,1,2
44,cat,0,3
764,education,1,1
141,police,0,4
987,politics,0,3
166,sister,1,5
285,education,0,5
620,airline,1,1
33,law,1,3
19,law,0,3
960,fire,1,2
828,airline,0,3
47,rabbit,0,3
761,sister,1,1
758,approach,0,2
643,sister,1,5
949,fire,1,3
814,physical,1,3
684,church,1,2
222,cat,0,1
283,station,1,4
71,national,1,5
567,dog,0,2
390,physical,1,1
223,education,0,4
797,hotel,1,3
8,physical,1,4
839,airline,0,4
601,quality,0,5
550,physical,1,1
104,fire,0,1
92,sister,0,3
559,physical,0,3
599,police,0,4
335,station,1,4
686,airline,1,2
598,politics,1,2
255,church,1,3
367,church,1,1
370,church,1,2
787,physical,1,4
470,national,1,4
320,approach,0,1
563,dog,0,4
739,quality,1,4
958,education,1,2
610,police,0,3
616,law,0,3
173,education,0,4
73,hotel,0,5
960,quality,1,4
830,quality,0,5
436,quality,0,3
299,airline,1,2
810,quality,0,1
637,cat,1,2
74,education,1,1
419,church,0,5
644,national,1,2
666,sister,1,4
579,physical,0,3
573,airline,1,5
315,hotel,0,1
901,police,0,3
382,summer,0,1
645,church,1,4
459,church,1,1
933,station,0,1
209,education,0,5
57,physical,0,1
211,rabbit,1,2
864,station,1,1
239,quality,0,4
307,airline,1,4
380,station,0,2
930,airline,0,1
256,station,1,4
85,national,0,2
797,physical,1,5
81,politics,1,5
601,police,1,3
9,approach,0,2
809,national,1,4
648,fire,1,5
190,station,0,4
243,quality,1,3
508,airline,0,2
210,police,0,2
523,law,0,2
591,airline,1,3
703,church,0,2
717,education,0,3
19,sister,0,5
113,law,0,3
667,fire,0,5
379,hotel,1,4
723,police,0,1
161,station,0,5
105,fire,1,2
371,sister,1,4
304,politics,1,4
110,national,1,1
663,politics,0,2
679,quality,0,3
711,politics,1,1
858,sister,1,4
432,summer,1,4
152,fire,0,2
177,summer,1,4
354,hotel,1,4
241,fire,0,5
361,hotel,1,3
279,rabbit,0,5
728,church,1,2
217,dog,0,1
260,law,1,4
687,fire,1,1
200,approach,1,5
135,education,1,3
298,summer,0,1
305,church,1,2
254,physical,1,3
799,national,0,1
67,education,0,5
37,church,0,3
197,education,0,1
355,physical,1,2
459,law,1,2
237,law,0,5
645,physical,0,5
829,education,0,1
746,physical,1,1
36,dog,1,1
32,airline,1,2
100,approach,1,4
963,quality,0,3
445,hotel,0,3
13,fire,1,1
885,politics,1,2
985,sister,1,2
785,fire,1,2
877,airline,0,1
962,police,1,3
661,rabbit,1,5
365,church,1,4
374,airline,0,5
376,politics,0,2
889,national,0,1
834,fire,0,4
560,police,1,3
504,quality,0,3
807,sister,0,3
268,sister,0,1
326,rabbit,0,4
182,law,1,5
303,police,1,2
393,rabbit,1,5
827,national,0,4
364,politics,0,1
563,rabbit,0,2
143,dog,0,2
476,station,0,3
956,quality,0,4
431,law,1,3
467,station,0,5
986,law,0,2
149,airline,0,2
153,hotel,0,3
527,approach,0,1
884,dog,0,1
798,approach,1,4
913,politics,1,1
37,approach,0,2
705,law,1,1
324,national,0,1
297,station,0,2
903,education,0,4
373,education,0,1
763,police,1,5
262,rabbit,1,5
671,church,0,2
237,quality,0,3
473,physical,0,5
675,hotel,0,3
610,airline,0,4
326,physical,0,3
322,police,0,3
998,summer,1,5
55,rabbit,1,4
816,national,0,1
222,rabbit,1,1
314,physical,0,5
650,fire,0,4
581,approach,1,3
523,church,1,4
651,cat,0,5
845,sister,0,3
313,education,1,3
972,station,0,3
558,summer,0,1
175,police,1,2
161,church,1,4
272,approach,1,2
218,law,0,4
418,politics,1,4
429,fire,1,5
745,approach,0,2
229,approach,1,4
747,physical,1,1
975,dog,1,2
93,church,1,2
155,law,1,4
625,fire,1,2
345,cat,1,2
434,dog,1,4
635,law,1,3
186,quality,1,5
772,summer,1,4
245,approach,1,5
787,approach,0,3
175,approach,0,2
198,hotel,0,2
46,dog,0,5
460,station,1,1
361,law,1,4
346,dog,0,5
591,fire,0,3
456,dog,1,4
869,dog,0,1
824,hotel,0,2
526,physical,1,4
222,fire,1,2
181,quality,1,3
674,quality,0,5
297,hotel,0,1
70,national,1,2
879,national,1,5
742,dog,0,4
361,dog,0,1
729,sister,1,5
551,approach,0,3
277,hotel,1,3
834,quality,0,4
610,law,1,2
115,dog,0,5
273,police,0,3
191,national,1,4
92,airline,1,2
104,station,0,3
279,fire,0,5
332,airline,0,5
214,airline,0,1
276,fire,1,2
827,quality,0,1
312,law,1,5
128,sister,0,3
171,airline,0,1
80,national,1,1
614,fire,0,1
755,quality,0,5
310,church,0,5
